Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Non-Failure,Temperature difference [K],Power [W],Strain [minNm]
L,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,1,10.199999999999989,8781.065616015,819.0
L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,1,10.0,4989.1109275875,442.5
L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,1,10.099999999999966,5881.878254888999,644.3
M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,0,10.099999999999966,9502.06112919,1214.1
M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,1,10.100000000000023,7825.728235101,1080.2
L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,1,10.099999999999966,5559.927840117,802.5
M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,1,10.099999999999966,4872.065657424,723.6
M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,1,10.100000000000023,5367.945113275499,968.9999999999999
L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,1,10.099999999999966,6914.121823875,1567.5
L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,1,10.100000000000023,5648.939631867,1298.5
H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,1,10.100000000000023,6589.804742640001,1616.9
L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,1,10.100000000000023,4317.532666797,886.2
H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,1,10.100000000000023,4674.6898632,1091.2
L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,1,10.0,5904.9375449399995,1813.0
H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,1,10.0,6303.29149296,2019.6000000000001
M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,1,10.0,6203.765837808,2284.7999999999997
L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,1,10.0,6278.326303368,2383.6
L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,1,9.899999999999977,6869.19704898,2806.0
L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,1,9.899999999999977,4930.41550491,1795.5
L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,1,10.0,8025.1670084985,3555.5
M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,1,9.899999999999977,4874.70459525,1782.2
H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,1,10.0,7852.4422446015005,3549.0
M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,1,10.0,4987.59249114,2205.0
L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,1,10.100000000000023,4457.354483673,1825.1999999999998
M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,1,10.0,6663.024795336,3496.0
L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,1,9.899999999999977,6215.012739495,3029.5
M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,1,10.0,7248.91088061,4233.0
L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,1,10.0,6614.832764085,3784.0
L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,1,10.100000000000023,4123.780176095999,1728.0
L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,1,10.100000000000023,5911.22073024,3312.0
L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,1,10.100000000000023,5524.469731074,3120.8
L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,1,10.100000000000023,5973.0053856899995,3033.6000000000004
H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,1,10.199999999999989,6120.555520485001,4135.6
L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,1,10.299999999999955,7022.632434005999,4810.1
L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,1,10.299999999999955,6866.767550664,4788.0
L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,1,10.300000000000011,6571.143682299,4558.2
L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,1,10.299999999999955,5619.995091585,4381.8
H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,1,10.399999999999977,6530.491473407999,4972.799999999999
M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,1,10.399999999999977,7341.818247245999,5927.6
M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,1,10.5,5516.762357105999,3653.2999999999997
L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,1,10.5,6749.0834899950005,5636.400000000001
L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,1,10.5,4538.4389899695,3137.2000000000003
H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,1,10.600000000000023,4169.1343019865,2356.2
M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,1,10.5,5841.812476626001,4663.6
L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,1,10.599999999999966,6505.463451963,5132.2
L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,1,10.699999999999989,4937.9553272699995,3685.6000000000004
H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,1,10.599999999999966,5557.603061556,4843.8
M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,1,10.599999999999966,6737.302517557499,6220.5
L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,1,10.599999999999966,5002.2008969625,4015.0
L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,1,10.599999999999966,4280.608481183999,2841.6
L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,1,10.599999999999966,6776.980832727,7065.0
M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,1,10.599999999999966,6051.901249107,5563.2
L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,1,10.600000000000023,6450.31802898,7316.0
M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,1,10.600000000000023,6190.948139796,6405.599999999999
H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,1,10.600000000000023,6679.738068233999,6688.0
M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,1,10.600000000000023,6710.1591570615,7276.5
L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,1,10.700000000000045,5534.22961224,6048.0
L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,1,10.600000000000023,6984.849546401999,8636.0
M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,1,10.600000000000023,7215.1911195,9116.0
L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,1,10.5,6998.169899238001,7105.0
L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,1,10.599999999999966,5959.0567143240005,5876.400000000001
L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,1,10.599999999999966,5011.25915577,5083.599999999999
L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,1,10.599999999999966,6317.617155444,7221.9
L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,1,10.599999999999966,5418.744666426001,5874.3
H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,1,10.599999999999966,6200.456693550001,7067.000000000001
L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,1,10.599999999999966,5166.349112925,6175.0
L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,1,10.699999999999989,6065.3682096,7680.0
L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,1,10.699999999999989,7568.546988796498,8982.199999999999
M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,1,10.699999999999989,6528.983508935999,8212.4
L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,1,10.699999999999989,4946.144412111001,5532.2
L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,1,10.800000000000011,6507.432183357,8321.4
L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,0,10.800000000000011,8152.3386789705,11510.1
H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,1,10.799999999999955,5599.805122821,6437.0
H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,1,10.800000000000011,5385.52756014,6279.0
M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,1,10.799999999999955,6134.085312831,9008.5
M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,1,10.799999999999955,7560.022800739499,11314.199999999999
M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,1,10.699999999999989,6474.571124238,0.0
L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,1,10.699999999999989,5398.418561980499,93.9
M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,1,10.600000000000023,6891.7327402559995,224.0
L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,1,10.700000000000045,4743.7106537205,207.2
M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,1,10.599999999999966,4282.7761801125,205.0
L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,1,10.699999999999989,5053.084225917,360.09999999999997
L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,1,10.699999999999989,6252.460523883001,573.0
M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,1,10.699999999999989,5776.1950781430005,547.4000000000001
L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,1,10.700000000000045,6081.662603478,788.0
M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,1,10.800000000000011,5223.2119398899995,717.2
L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,1,10.800000000000011,7162.9883216325,1162.5
L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,1,10.800000000000011,7064.059569084,1312.2
M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,1,10.699999999999989,3537.684651312,400.20000000000005
L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,1,10.800000000000011,5460.7687041075,1052.8
M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,1,10.800000000000011,6905.932739034,1536.8000000000002
L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,1,10.800000000000011,6596.841910175999,1509.6
L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,1,10.699999999999989,5367.8194495695,1236.3
L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,1,10.699999999999989,5729.060716417499,1406.3
H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,1,10.699999999999989,6494.719205099999,1904.8999999999999
M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,1,10.799999999999955,5229.809284455,1488.0
M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,1,10.799999999999955,7259.38285611,2346.0
H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,1,10.800000000000011,5259.026096099999,1620.0
L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,1,10.699999999999989,5955.349634996999,2023.6999999999998
L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,1,10.699999999999989,6271.5299912684995,2250.9
M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,1,10.799999999999955,7158.872835261,3080.7
L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,1,10.799999999999955,5433.007497057,2257.2000000000003
M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,1,10.699999999999989,5637.9964174695,2495.6000000000004
M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,1,10.699999999999989,5677.716620541,2456.6
M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,1,10.800000000000011,6084.448148961001,2826.8
L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,1,10.800000000000011,6150.484426464,2833.6
H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,1,10.699999999999989,5306.77830438,2441.1
L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,1,10.699999999999989,7198.058967581999,4015.2
L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,1,10.799999999999955,8133.206379732001,4747.2
L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,1,10.799999999999955,8146.935139612499,5060.0
M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,1,10.899999999999977,6647.274944184,3681.0
M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,1,10.799999999999955,6292.892821288499,3561.8999999999996
L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,1,10.899999999999977,6159.1447502025,3792.0
H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,1,10.899999999999977,5999.4680677785,3537.8
M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,1,10.800000000000011,6318.622465092,3831.6000000000004
L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,1,10.899999999999977,6399.675555462,4038.6000000000004
M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,1,10.900000000000034,7606.6859235675,5583.6
L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,1,10.900000000000034,6210.3003505199995,4662.0
L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,1,10.900000000000034,6443.720684415,4859.0
L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,1,10.800000000000011,6004.023377121,4301.0
M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,1,10.800000000000011,7614.372353584499,6072.3
M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,1,10.800000000000011,8037.618187367999,6468.0
L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,1,10.899999999999977,5400.1464379379995,3616.2
L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,1,10.899999999999977,4922.582467236,3350.0
L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,0,10.800000000000011,3436.8185832960003,1625.6000000000001
L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,1,11.0,6540.628345691999,5211.599999999999
L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,1,11.0,6710.4419004,6288.0
M,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,1,11.100000000000023,5208.132295169999,3591.0
L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,1,11.0,4804.709911008,3644.8
M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,1,11.0,6722.547504077999,6265.2
L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,1,11.099999999999966,7030.580663410499,7176.9
L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,1,11.0,7900.016429297999,8637.199999999999
L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,1,11.099999999999966,7344.101137905,6989.0
M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,1,11.099999999999966,8080.0087441919995,8055.599999999999
L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,1,11.099999999999966,7140.002335409999,7005.0
L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,1,11.0,5948.8255942605,5791.2
M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,1,10.899999999999977,6771.80767683,6683.599999999999
M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,1,10.899999999999977,7379.60113485,8195.4
L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,1,10.899999999999977,6384.470247036,6384.0
L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,1,10.900000000000034,6202.205513458501,6107.400000000001
L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,1,10.900000000000034,6646.98172887,6986.400000000001
M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,1,10.900000000000034,5368.835231192999,4797.4
H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,1,10.900000000000034,6857.803539636,7368.400000000001
L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,1,11.0,7244.763978312001,8647.800000000001
L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,1,11.100000000000023,3716.50410495,2974.3999999999996
L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,1,11.0,5481.953510543999,5411.2
L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,1,11.200000000000045,5675.747889146999,5813.999999999999
L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,1,11.300000000000011,7971.833237276999,10883.6
L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,1,11.300000000000011,6234.2078705865,8445.6
L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,1,11.199999999999989,8143.0081488,10713.6
L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,1,11.200000000000045,7820.900654395499,9757.199999999999
M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,1,11.100000000000023,7053.9226968,7999.0
M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,1,11.200000000000045,6667.464912947999,8569.199999999999
L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,1,11.200000000000045,6310.066861108499,8094.799999999999
M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,1,11.100000000000023,6921.221823264,8890.199999999999
L,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,1,11.199999999999989,6629.2526743485,8904.3
L,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,1,11.100000000000023,7005.9191611080005,9784.6
L,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,1,11.0,5682.9840242175,7072.5
L,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,1,11.0,5404.5865555499995,6727.5
L,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,1,10.899999999999977,6772.310331653999,8945.199999999999
L,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,1,11.100000000000023,5917.818074804999,7975.799999999999
L,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,1,11.0,7313.564857347001,10671.300000000001
L,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,1,11.0,3986.9638161884995,0.0
M,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,1,11.0,6004.442256141,76.4
M,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,1,11.0,5395.1198896979995,198.0
M,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,1,11.0,5396.491718488501,248.8
L,297.3,308.3,1333,55.2,11,0,0,0,0,0,0,1,11.0,7705.447124508,607.2
L,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,1,11.0,6822.240710837999,570.6999999999999
L,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,1,11.099999999999966,6843.540709005,685.5
M,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,1,11.099999999999966,5038.9575309675,491.29999999999995
L,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,1,11.100000000000023,7057.577416249499,898.0
M,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,1,11.0,6611.083796856,928.4000000000001
M,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,1,11.0,6163.3335404025,922.5
L,297.5,308.6,1208,62.3,28,0,0,0,0,0,0,1,11.100000000000023,7881.041209691999,1744.3999999999999
L,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,1,11.100000000000023,6200.624245158,1113.0
L,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,1,11.0,6344.697684087,1340.8
M,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,1,10.899999999999977,6094.710684951,1349.8000000000002
M,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,1,10.899999999999977,4586.473941587999,876.9
M,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,1,11.0,6946.564003974,1788.0
L,297.4,308.3,1493,41.2,43,0,0,0,0,0,0,1,10.900000000000034,6441.479681658,1771.6000000000001
L,297.3,308.3,1504,36.3,45,0,0,0,0,0,0,1,11.0,5717.195968176,1633.4999999999998
L,297.3,308.3,1538,38.5,47,0,0,0,0,0,0,1,11.0,6200.770852815,1809.5
L,297.4,308.4,1341,52.2,49,0,0,0,0,0,0,1,11.0,7330.403793951,2557.8
M,297.4,308.3,1535,34.6,51,0,0,0,0,0,0,1,10.900000000000034,5561.770907805,1764.6000000000001
L,297.4,308.5,1389,39.2,54,0,0,0,0,0,0,1,11.100000000000023,5701.864996044,2116.8
H,297.5,308.5,1393,46.6,56,0,0,0,0,0,0,1,11.0,6797.757232119,2609.6
L,297.4,308.5,1399,61.5,61,1,0,0,1,0,0,0,11.100000000000023,9009.9306405675,3751.5
H,297.4,308.5,1469,45.1,63,0,0,0,0,0,0,1,11.100000000000023,6937.8827362845,2841.3
L,297.4,308.4,1582,37.2,68,0,0,0,0,0,0,1,11.0,6162.799469652,2529.6000000000004
L,297.5,308.6,1793,26.7,70,0,0,0,0,0,0,1,11.100000000000023,5013.2593030905,1869.0
L,297.5,308.6,1452,39.0,72,0,0,0,0,0,0,1,11.100000000000023,5930.07028614,2808.0
M,297.6,308.7,1376,59.9,74,0,0,0,0,0,0,1,11.099999999999966,8631.253534512,4432.599999999999
L,297.5,308.6,1552,44.9,77,0,0,0,0,0,0,1,11.100000000000023,7297.3751832240005,3457.2999999999997
L,297.6,308.7,1622,37.9,79,0,0,0,0,0,0,1,11.099999999999966,6437.521274919,2994.1
M,297.6,308.7,1419,41.7,81,0,0,0,0,0,0,1,11.099999999999966,6196.5087587865,3377.7000000000003
H,297.5,308.6,1440,46.1,84,0,0,0,0,0,0,1,11.100000000000023,6951.71621592,3872.4
M,297.4,308.6,1643,31.0,89,0,0,0,0,0,0,1,11.200000000000045,5333.691281415,2759.0
L,297.4,308.7,1510,36.2,92,0,0,0,0,0,0,1,11.300000000000011,5724.19124781,3330.4
L,297.4,308.7,1468,46.6,94,0,0,0,0,0,0,1,11.300000000000011,7163.752775844,4380.400000000001
L,297.4,308.7,1429,57.4,96,0,0,0,0,0,0,1,11.300000000000011,8589.596015972998,5510.4
H,297.3,308.7,1478,47.6,98,0,0,0,0,0,0,1,11.399999999999977,7367.327979564,4664.8
L,297.4,308.6,1276,53.6,103,0,0,0,0,0,0,1,11.200000000000045,7162.161035568,5520.8
L,297.3,308.6,1486,42.6,105,0,0,0,0,0,0,1,11.300000000000011,6629.137482618,4473.0
L,297.4,308.6,1476,42.3,107,0,0,0,0,0,0,1,11.200000000000045,6538.156959473999,4526.099999999999
H,297.3,308.6,1431,42.0,109,0,0,0,0,0,0,1,11.300000000000011,6293.86671501,4578.0
L,297.4,308.7,1402,40.2,114,0,0,0,0,0,0,1,11.300000000000011,5902.047279702,4582.8
L,297.4,308.7,1433,43.4,116,0,0,0,0,0,0,1,11.300000000000011,6512.751946910999,5034.4
L,297.4,308.7,2874,4.2,118,1,0,0,1,0,0,0,11.300000000000011,1264.0512186540002,495.6
L,297.3,308.6,1511,35.7,120,0,0,0,0,0,0,1,11.300000000000011,5648.8663280385,4284.0
M,297.3,308.6,1456,42.9,122,0,0,0,0,0,0,1,11.300000000000011,6541.047224712,5233.8
L,297.2,308.5,1550,41.5,125,0,0,0,0,0,0,1,11.300000000000011,6736.0982403749995,5187.5
L,297.2,308.5,2182,16.5,127,0,0,0,0,0,0,1,11.300000000000011,3770.225339265,2095.5
L,297.3,308.7,1619,31.6,129,0,0,0,0,0,0,1,11.399999999999977,5357.504553702,4076.4
M,297.3,308.8,1586,32.7,131,0,0,0,0,0,0,1,11.5,5430.996877761,4283.700000000001
H,297.3,308.8,1499,44.2,134,0,0,0,0,0,0,1,11.5,6938.291143329,5922.8
H,297.3,308.8,1419,42.4,139,0,0,0,0,0,0,1,11.5,6300.5268914279995,5893.599999999999
M,297.4,309.0,1497,41.8,144,0,0,0,0,0,0,1,11.600000000000023,6552.796781223,6019.2
M,297.4,309.0,1520,37.0,147,0,0,0,0,0,0,1,11.600000000000023,5889.4390212,5439.0
L,297.4,309.1,1478,49.8,150,0,0,0,0,0,0,1,11.700000000000045,7707.834734921999,7470.0
L,297.4,309.1,1380,41.1,152,0,0,0,0,0,0,1,11.700000000000045,5939.49506409,6247.2
L,297.4,309.0,1570,37.9,154,0,0,0,0,0,0,1,11.600000000000023,6231.139581765,5836.599999999999
H,297.4,309.0,1468,41.4,156,0,0,0,0,0,0,1,11.600000000000023,6364.364054076,6458.4
L,297.4,309.0,1833,22.6,161,0,0,0,0,0,0,1,11.600000000000023,4338.099626679,3638.6000000000004
M,297.4,308.9,1323,57.3,163,0,0,0,0,0,0,1,11.5,7938.5847150644995,9339.9
L,297.4,309.0,1583,32.0,166,0,0,0,0,0,0,1,11.600000000000023,5304.68390928,5312.0
M,297.3,309.0,1556,39.5,168,0,0,0,0,0,0,1,11.699999999999989,6436.28558181,6636.0
L,297.3,309.0,1548,37.4,171,0,0,0,0,0,0,1,11.699999999999989,6062.771159675999,6395.4
L,297.4,309.0,1324,56.9,173,0,0,0,0,0,0,1,11.600000000000023,7889.125574777999,9843.699999999999
L,297.4,309.0,1568,33.7,175,0,0,0,0,0,0,1,11.600000000000023,5533.5594058080005,5897.500000000001
M,297.4,309.0,1685,30.7,177,0,0,0,0,0,0,1,11.600000000000023,5417.1005662725,5433.9
M,297.4,309.1,1582,35.9,180,0,0,0,0,0,0,1,11.700000000000045,5947.432821519,6462.0
M,297.4,309.1,1463,35.0,183,0,0,0,0,0,0,1,11.700000000000045,5362.175054775,6405.0
L,297.4,309.2,1584,42.8,186,0,0,0,0,0,0,1,11.800000000000011,7099.496734175999,7960.799999999999
M,297.5,309.2,1347,55.8,188,0,0,0,0,0,0,1,11.699999999999989,7871.009057162999,10490.4
L,297.4,309.2,1459,37.9,191,0,0,0,0,0,0,1,11.800000000000011,5790.5940444555,7238.9
L,297.4,309.2,1420,45.6,193,0,0,0,0,0,0,1,11.800000000000011,6780.81357576,8800.800000000001
L,297.5,309.3,1404,43.5,195,0,0,0,0,0,0,1,11.800000000000011,6395.65431687,8482.5
L,297.5,309.3,1470,38.8,197,0,0,0,0,0,0,1,11.800000000000011,5972.795946179999,7643.599999999999
L,297.6,309.4,1326,49.8,199,0,0,0,0,0,0,1,11.799999999999955,6915.148077474,9910.199999999999
H,297.5,309.3,1459,49.7,201,0,0,0,0,0,0,1,11.800000000000011,7593.4702904865,9989.7
M,297.5,309.2,1530,40.0,206,0,0,0,0,0,0,1,11.699999999999989,6408.8490059999995,8240.0
L,297.4,309.0,1505,39.2,209,0,0,0,0,0,0,1,11.600000000000023,6178.04666598,8192.800000000001
L,297.5,309.1,1611,30.2,211,0,0,0,0,0,0,1,11.600000000000023,5094.846464210999,6372.2
L,297.5,309.1,1515,35.1,213,0,0,0,0,0,0,1,11.600000000000023,5568.6300517575,7476.3
M,297.5,309.2,1804,27.4,215,0,0,0,0,0,0,1,11.699999999999989,5176.255601748,5891.0
M,297.6,309.3,1464,46.2,218,0,0,0,0,0,0,1,11.699999999999989,7082.909124984,10071.6
L,297.6,309.2,1390,43.3,221,0,0,0,0,0,0,1,11.599999999999966,6302.767894184999,9569.3
M,297.6,309.2,1442,48.1,0,0,0,0,0,0,0,1,11.599999999999966,7263.383150750999,0.0
M,297.6,309.3,1529,41.9,3,0,0,0,0,0,0,1,11.699999999999989,6708.8815760504995,125.69999999999999
L,297.6,309.3,1610,35.0,6,0,0,0,0,0,0,1,11.699999999999989,5900.95819425,210.0
L,297.6,309.3,1543,34.3,8,0,0,0,0,0,0,1,11.699999999999989,5542.282561399499,274.4
H,297.8,309.4,1445,48.2,10,0,0,0,0,0,0,1,11.599999999999966,7293.626215995,482.0
L,297.7,309.3,1893,24.6,15,0,0,0,0,0,0,1,11.600000000000023,4876.568606889,369.0
M,297.6,309.3,1415,41.3,17,0,0,0,0,0,0,1,11.699999999999989,6119.770122322499,702.0999999999999
L,297.5,309.3,1564,37.5,20,0,0,0,0,0,0,1,11.800000000000011,6141.81363075,750.0
L,297.5,309.3,1479,39.4,22,0,0,0,0,0,0,1,11.800000000000011,6102.2923952129995,866.8
L,297.5,309.2,1426,44.8,24,0,0,0,0,0,0,1,11.699999999999989,6690.000604223999,1075.1999999999998
L,297.4,309.2,1428,38.8,26,0,0,0,0,0,0,1,11.800000000000011,5802.144633431999,1008.8
